title,Consumerism,"Drinking, Drugs & Smoking",Educational Value,Language,MPAA_rating,Positive Messages,Sex,Sexy Stuff,Violence,Violence & Scariness,age,genre,movie_id,one_line_description,overall_rating,slug,MPAA_ordinal,is_educational,has_Sexy_Stuff,has_Violence_&_Scariness
Honor Flight,0.0,0.0,,0.0,PG,5.0,0.0,,3.0,,12,Documentary,2587,Moving docu about WWII veterans is emotionally intense.,4,honor-flight,1,0,0,0
Lone Survivor,0.0,0.0,,4.0,R,3.0,2.0,,4.0,,17,Drama,2588,"Brutal, powerful, ultimately moving true Navy SEAL story.",4,lone-survivor,3,0,0,0
The Pretty One,0.0,2.0,,4.0,R,2.0,2.0,,2.0,,16,Drama,2589,Quirky dramedy with sexual situations and some language.,2,the-pretty-one,3,0,0,0
Son of God,0.0,1.0,,0.0,PG-13,3.0,0.0,,4.0,,14,Drama,2590,Bland retelling of Jesus' ministry can be very violent.,2,son-of-god,2,0,0,0
DSKNECTD,1.0,0.0,,0.0,NR,1.0,1.0,,2.0,,12,Documentary,2591,Docu about impact of technology could spark discussion.,3,dsknectd,4,0,0,0
Valentine Road,2.0,3.0,,2.0,NR,4.0,1.0,,3.0,,16,Documentary,2592,True story of kid's gender exploration that ends in murder.,3,valentine-road,4,0,0,0
Angelina Ballerina: Perfectly Pink,0.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,2593,Angelina and pals learn how to handle friendship issues.,4,angelina-ballerina-perfectly-pink,4,1,1,1
Axel: The Biggest Little Hero,0.0,0.0,0.0,2.0,PG,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,2594,Entertaining and inventive adventure; some scary villains.,3,axel-the-biggest-little-hero,1,1,1,1
RoboCop (2014),0.0,3.0,,3.0,PG-13,2.0,3.0,,4.0,,15,Action/Adventure,2595,Lots of gun violence in super-cop sci-fi remake.,3,robocop-2014,2,0,0,0
Pirate's Code: The Adventures of Mickey Matson,1.0,0.0,,1.0,NR,1.0,0.0,,3.0,,10,Family and Kids,2596,Action sequel has positive role models but lots of violence.,2,pirates-code-the-adventures-of-mickey-matson,4,0,0,0
Captain Sabertooth and the Treasure of Lama Rama,1.0,0.0,0.0,1.0,PG,1.0,0.0,1.0,0.0,3.0,8,Family and Kids,2597,"Offbeat pirate tale has slapstick violence, potty humor.",2,captain-sabertooth-and-the-treasure-of-lama-rama,1,1,1,1
A Birder's Guide to Everything,0.0,2.0,,4.0,PG-13,3.0,2.0,,1.0,,13,Drama,2598,Teen pursues rare bird in slow-moving coming-of-age film.,2,a-birders-guide-to-everything,2,0,0,0
Dragon Guardians,0.0,0.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,2599,"Jumbled animated tale has positive message, some violence.",2,dragon-guardians,1,1,1,1
Stop at Nothing: The Lance Armstrong Story,0.0,2.0,,3.0,NR,3.0,0.0,,0.0,,14,Documentary,2600,Intense docu about cyclist's fraud has some strong language.,3,stop-at-nothing-the-lance-armstrong-story,4,0,0,0
Endless Love (2014),1.0,3.0,,3.0,PG-13,2.0,4.0,,2.0,,14,Romance,2601,Only romantic teens will enjoy melodramatic remake.,2,endless-love-2014,2,0,0,0
Gambit,2.0,2.0,,3.0,PG-13,0.0,3.0,,2.0,,14,Comedy,2602,"So-so remake of '60s caper has slapstick, brief nudity.",2,gambit,2,0,0,0
The Monuments Men,0.0,3.0,,2.0,PG-13,3.0,1.0,,3.0,,15,Action/Adventure,2603,Fact-based adventure with a few bloody battle scenes.,2,the-monuments-men,2,0,0,0
Vampire Academy,0.0,0.0,,3.0,PG-13,0.0,4.0,,3.0,,14,Action/Adventure,2604,Blood and sexy stuff in teen-targeted supernatural spoof.,2,vampire-academy,2,0,0,0
Pompeii,0.0,1.0,,1.0,PG-13,1.0,2.0,,4.0,,16,Action/Adventure,2605,"Historical epic is light on plot, heavy on carnage.",2,pompeii,2,0,0,0
About Last Night,3.0,3.0,,4.0,R,3.0,3.0,,1.0,,17,Romance,2606,"Sexy, funny adult romcom gives insight on love, friends.",4,about-last-night,3,0,0,0
3 Days to Kill,0.0,3.0,,4.0,PG-13,1.0,3.0,,4.0,,15,Action/Adventure,2607,Decent lightweight action film packed with shooting.,3,3-days-to-kill,2,0,0,0
Mickey Mouse Clubhouse: Around the Clubhouse World,2.0,0.0,4.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,3,Family and Kids,2608,"Fun, interactive feature focuses on travel, other cultures.",4,mickey-mouse-clubhouse-around-the-clubhouse-world,4,1,1,1
Sophia Grace &amp; Rosie's Royal Adventure,2.0,1.0,0.0,1.0,G,1.0,0.0,1.0,0.0,2.0,6,Family and Kids,2609,"Adorable young TV stars sing, dance in sweet fairy tale.",3,sophia-grace-rosies-royal-adventure,0,1,1,1
In Secret,0.0,2.0,,0.0,R,0.0,4.0,,3.0,,17,Drama,2610,"Passionate period drama deals with infidelity, murder.",2,in-secret,3,0,0,0
Dear Mr. Watterson,1.0,0.0,,3.0,NR,3.0,0.0,,0.0,,12,Documentary,2611,Talky docu on Calvin & Hobbes cartoonist may bore kids.,3,dear-mr-watterson,4,0,0,0
A Tiger's Tail,4.0,0.0,0.0,2.0,NR,1.0,0.0,0.0,0.0,1.0,7,Family and Kids,2612,"Predictable tiger cub tale has lots of stereotypes, bullies.",2,a-tigers-tail,4,1,1,1
Hamlet and Hutch,0.0,1.0,,1.0,NR,4.0,1.0,,2.0,,11,Drama,2613,"Alzheimer's drama has strong messages, mature themes.",3,hamlet-and-hutch,4,0,0,0
"I, Frankenstein",0.0,0.0,,3.0,PG-13,0.0,1.0,,3.0,,15,Science Fiction,2614,Lifeless update of classic with lots of fantasy violence.,2,i-frankenstein,2,0,0,0
That Awkward Moment,3.0,3.0,,5.0,R,1.0,4.0,,2.0,,16,Comedy,2615,Underwhelming sex-themed comedy; lots of strong language.,2,that-awkward-moment,3,0,0,0
Camp Harlow,3.0,0.0,,2.0,NR,3.0,1.0,,2.0,,10,Family and Kids,2616,"Preachy religious drama has bullying, some mature themes.",2,camp-harlow,4,0,0,0
Her,0.0,1.0,,4.0,R,4.0,3.0,,1.0,,16,Romance,2617,"Graceful, strange romance with intense moments of sexuality.",5,her,3,0,0,0
Veronica Mars,4.0,3.0,,3.0,PG-13,3.0,3.0,,3.0,,14,Drama,2618,"Charming, bantery thriller is made by and for die-hard fans.",4,veronica-mars,2,0,0,0
DCU: Son of Batman,2.0,1.0,,2.0,PG-13,0.0,2.0,,4.0,,13,Fantasy,2619,Violent and noir-ish Batman is engaging but cynical.,4,dcu-son-of-batman,2,0,0,0
Rocky IV,0.0,2.0,,1.0,PG,2.0,0.0,,3.0,,11,Drama,2620,Dated Cold War-themed boxing sequel has violence.,2,rocky-iv,1,0,0,0
Rocky V,0.0,3.0,,2.0,PG-13,2.0,3.0,,4.0,,13,Drama,2621,"Unnecessary, lazy sequel is overly violent.",2,rocky-v,2,0,0,0
Ida,0.0,3.0,,2.0,PG-13,0.0,3.0,,2.0,,14,Drama,2622,"Intense drama, unforgettable story of post-Holocaust Poland.",5,ida,2,0,0,0
Devil's Due,1.0,2.0,,4.0,R,0.0,2.0,,4.0,,18,Horror,2623,Found-footage horror movie is gory and gross.,2,devils-due,3,0,0,0
Gimme Shelter,1.0,3.0,,3.0,PG-13,3.0,2.0,,3.0,,15,Drama,2624,Abuse and teen pregnancy are themes in flawed family drama.,2,gimme-shelter,2,0,0,0
Prince Killian and the Holy Grail,0.0,0.0,,1.0,NR,1.0,1.0,,4.0,,13,Action/Adventure,2625,Awful supernatural swashbuckler is violent and pointless.,1,prince-killian-and-the-holy-grail,4,0,0,0
The Legend of Hercules,0.0,0.0,,1.0,PG-13,2.0,2.0,,4.0,,14,Action/Adventure,2626,Mythical tale is violent and poorly executed.,1,the-legend-of-hercules,2,0,0,0
Labor Day,0.0,1.0,,0.0,PG-13,2.0,3.0,,2.0,,15,Drama,2627,Uneven melodrama with confusing messages about love.,2,labor-day,2,0,0,0
Cloud 9,0.0,0.0,1.0,0.0,G,4.0,0.0,1.0,0.0,1.0,7,Family and Kids,2629,"Positive role models, engaging story mark Disney winner.",4,cloud-9,0,1,1,1
Barefoot,1.0,2.0,,3.0,PG-13,2.0,3.0,,3.0,,14,Romance,2630,Romantic dramedy is touching but shallow; mature themes.,2,barefoot,2,0,0,0
X/Y,0.0,2.0,,4.0,NR,0.0,3.0,,0.0,,16,Drama,2631,"Unfocused indie drama has lots of sex, profanity.",2,xy,4,0,0,0
Copperhead,0.0,2.0,,3.0,PG-13,2.0,1.0,,2.0,,12,Drama,2632,Civil War drama may raise questions about history.,3,copperhead,2,0,0,0
Great Expectations (2013),0.0,2.0,,1.0,PG-13,3.0,1.0,,3.0,,10,Drama,2633,Adaptation of Dickens' classic retains book's dark themes.,3,great-expectations-2013,2,0,0,0
Black Nativity,2.0,0.0,,1.0,PG,4.0,1.0,,2.0,,9,Musical,2634,"Christmas musical is feel-good story of faith, forgiveness.",3,black-nativity,1,0,0,0
Ride Along,3.0,1.0,,3.0,PG-13,3.0,2.0,,3.0,,15,Comedy,2635,"Odd-couple buddy-cop flick is violent, predictable but fun.",2,ride-along,2,0,0,0
Cowgirls 'n Angels 2: Dakota's Summer,1.0,0.0,,1.0,PG,4.0,0.0,,1.0,,10,Family and Kids,2636,Sweet coming-of-age movie will appeal to horse-loving tweens,3,cowgirls-n-angels-2-dakotas-summer,1,0,0,0
The Gabby Douglas Story,0.0,0.0,,1.0,NR,5.0,0.0,,0.0,,12,Drama,2637,Strong positive messages in otherwise rote athlete biopic.,3,the-gabby-douglas-story,4,0,0,0
Stan Lee's Mighty 7: Beginnings,0.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,8,Family and Kids,2638,Unlikely hero team has positive social messages for kids.,4,stan-lees-mighty-7-beginnings,1,1,1,1
The Nut Job,2.0,0.0,1.0,2.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,2639,"Disappointing animal comedy features insults, fart jokes.",2,the-nut-job,1,1,1,1
Philomena,2.0,2.0,,3.0,PG-13,4.0,2.0,,2.0,,15,Drama,2640,"Smart, wrenching, deeply moving drama fine for older teens.",4,philomena,2,0,0,0
The Secret Life of Walter Mitty,4.0,2.0,,3.0,PG,3.0,1.0,,2.0,,12,Comedy,2641,Inspiring seize-the-day tale with some peril and flirting.,3,the-secret-life-of-walter-mitty,1,0,0,0
Flowers in the Attic,0.0,1.0,,2.0,NR,0.0,3.0,,3.0,,17,Drama,2642,"'80s pulp novel gets creepy with evil adults, incest.",3,flowers-in-the-attic-0,4,0,0,0
The Invisible Woman,0.0,1.0,,0.0,R,0.0,4.0,,3.0,,17,Drama,2643,Dickens love story with a bit of sex and a disturbing image.,2,the-invisible-woman,3,0,0,0
Justin Bieber's Believe,1.0,0.0,0.0,1.0,PG,3.0,0.0,1.0,0.0,0.0,7,Documentary,2644,Earnest pop star docu should please true Beliebers.,3,justin-biebers-believe,1,1,1,1
August: Osage County,1.0,4.0,,4.0,R,1.0,2.0,,2.0,,17,Drama,2645,Affecting but exhausting dysfunctional-family drama.,4,august-osage-county,3,0,0,0
Paranormal Activity: The Marked Ones,1.0,3.0,,5.0,R,0.0,4.0,,4.0,,16,Horror,2646,Plenty of violence in fifth installment of horror series.,2,paranormal-activity-the-marked-ones,3,0,0,0
Lizzie Borden Took an Ax,0.0,0.0,,0.0,NR,0.0,1.0,,4.0,,17,Drama,2647,"Brutal murders, courtroom drama in historical drama.",3,lizzie-borden-took-an-ax,4,0,0,0
Snake &amp; Mongoose,3.0,3.0,,2.0,PG-13,1.0,1.0,,2.0,,12,Drama,2648,"Enjoyable drag racing movie has smoking, mild profanity.",4,snake-mongoose,2,0,0,0
Bella Sara: Emma's Wings,3.0,0.0,1.0,0.0,NR,1.0,0.0,0.0,0.0,2.0,7,Family and Kids,2649,Uneven film in girl-targeted franchise has lots of action.,2,bella-sara-emmas-wings,4,1,1,1
The Dog Who Saved Easter,0.0,0.0,0.0,1.0,PG,1.0,0.0,0.0,0.0,1.0,6,Family and Kids,2650,Predictable holiday sequel is silly fun; some potty humor.,3,the-dog-who-saved-easter,1,1,1,1
Lalaloopsy Ponies: The Big Show,3.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,2652,"Cute dolls, ponies teach sweet messages about friendship.",3,lalaloopsy-ponies-the-big-show,4,1,1,1
Black Coffee,0.0,1.0,,2.0,PG,3.0,2.0,,1.0,,13,Comedy,2653,"Middling romcom tackles ambition and romance, heavy themes.",2,black-coffee,1,0,0,0
The Hobbit: The Desolation of Smaug,3.0,2.0,,1.0,PG-13,3.0,1.0,,3.0,,11,Fantasy,2654,"Sequel bolstered by brave elves, scary dragon, big spiders.",3,the-hobbit-the-desolation-of-smaug,2,0,0,0
Grudge Match,4.0,3.0,,3.0,PG-13,3.0,2.0,,2.0,,13,Comedy,2655,Two legends duke it out in underwhelming comedy.,2,grudge-match,2,0,0,0
Sofia the First: The Floating Palace,4.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,2.0,4,Family and Kids,2656,Fun undersea mermaid adventure with a bit of peril.,4,sofia-the-first-the-floating-palace,4,1,1,1
At Middleton,1.0,4.0,,3.0,R,1.0,2.0,,1.0,,16,Drama,2657,"Mature romance, empty nest syndrome in flat college drama.",2,at-middleton,3,0,0,0
The Pirate Fairy,3.0,1.0,0.0,1.0,G,3.0,0.0,0.0,0.0,2.0,5,Family and Kids,2658,Amusing pirate-themed Tinker Bell adventure; some violence.,4,the-pirate-fairy,0,1,1,1
The Little Rascals Save the Day,0.0,0.0,1.0,1.0,PG,2.0,0.0,0.0,0.0,2.0,7,Family and Kids,2659,"Little Rascals update is a silly, awful mess of a comedy.",1,the-little-rascals-save-the-day,1,1,1,1
Birds of Paradise,0.0,1.0,1.0,0.0,PG,3.0,0.0,1.0,0.0,3.0,7,Family and Kids,2660,Adventure focuses on self-confidence; some cartoon violence.,3,birds-of-paradise,1,1,1,1
Anchorman 2: The Legend Continues,1.0,2.0,,4.0,PG-13,1.0,3.0,,3.0,,14,Comedy,2661,Burgundy returns in irreverent sequel with innuendo galore.,3,anchorman-2-the-legend-continues,2,0,0,0
47 Ronin,0.0,0.0,,0.0,PG-13,0.0,1.0,,3.0,,14,Action/Adventure,2662,Lifeless take on classic tale with bloodless martial arts.,1,47-ronin,2,0,0,0
20 Feet from Stardom,3.0,2.0,,1.0,PG-13,3.0,0.0,,0.0,,11,Documentary,2663,"Smart, thoughtful docu shines light on background singers.",4,20-feet-from-stardom,2,0,0,0
Refuge,0.0,4.0,,4.0,NR,2.0,3.0,,2.0,,17,Drama,2664,Complex film about family trauma has heavy themes.,4,refuge,4,0,0,0
Walking with Dinosaurs: The Movie,1.0,0.0,3.0,1.0,PG,3.0,0.0,1.0,0.0,3.0,7,Family and Kids,2665,"Thrilling, semi-educational CGI movie with a few scary bits.",3,walking-with-dinosaurs-the-movie,1,1,1,1
My Dog the Champion,1.0,0.0,,0.0,G,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,2666,"Teen and dog save the farm in wholesome, predictable film.",3,my-dog-the-champion,0,0,1,1
Pup,0.0,1.0,,2.0,PG,0.0,2.0,,2.0,,10,Family and Kids,2667,"Iffy humor, stereotypes abound in awful animated movie.",1,pup,1,0,0,0
Gordon Family Tree,1.0,1.0,,0.0,NR,5.0,0.0,,1.0,,10,Family and Kids,2668,"Sweet, slow-paced family film about finding your path.",3,gordon-family-tree,4,0,0,0
Alpha and Omega 3: The Great Wolf Games,2.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,5,Family and Kids,2669,Mildly amusing sports-themed sequel is fun for young kids.,3,alpha-and-omega-3-the-great-wolf-games,4,1,1,1
Angels in Stardust,1.0,4.0,,3.0,PG-13,2.0,3.0,,3.0,,15,Drama,2670,"Dismal coming-of-age tale features sex, alcohol, violence.",1,angels-in-stardust,2,0,0,0
Scooby-Doo! Wrestlemania Mystery,3.0,0.0,0.0,0.0,NR,0.0,0.0,0.0,0.0,2.0,7,Family and Kids,2671,Zoinks! Scooby mystery mostly a WWE product tie-in.,2,scooby-doo-wrestlemania-mystery,4,1,1,1
The Wolf of Wall Street,1.0,5.0,,5.0,R,0.0,5.0,,3.0,,18,Drama,2672,Intoxicating rise-and-fall story is full of sex and drugs.,4,the-wolf-of-wall-street,3,0,0,0
Delivery Man,2.0,3.0,,3.0,PG-13,2.0,2.0,,2.0,,14,Comedy,2673,Instant-fatherhood comedy features unexpected heavy moments.,2,delivery-man,2,0,0,0
The Great Beauty (La Grande Bellezza),0.0,4.0,,4.0,NR,3.0,5.0,,2.0,,17,Drama,2674,"Exceptional, mature film dazzles, offers haunting insights.",5,the-great-beauty-la-grande-bellezza,4,0,0,0
Odd Thomas,1.0,2.0,,3.0,NR,0.0,1.0,,4.0,,18,Horror,2675,"Nightmarish imagery, violence abounds in dark-humored tale.",2,odd-thomas,4,0,0,0
Welcome to the Jungle,0.0,4.0,,5.0,NR,0.0,4.0,,3.0,,17,Comedy,2676,"Terrible, unfunny, crass comedy has no redeeming value.",1,welcome-to-the-jungle,4,0,0,0
"Monster High: Frights, Camera, Action!",3.0,0.0,,1.0,NR,1.0,0.0,2.0,0.0,2.0,8,Family and Kids,2677,Monster adventure is overly concerned with teen crushes.,2,monster-high-frights-camera-action,4,0,1,1
HairBrained,1.0,4.0,,3.0,PG-13,1.0,2.0,,2.0,,15,Comedy,2678,Drinking and come-ons in unfocused college underdog comedy.,2,hairbrained,2,0,0,0
Anita: Speaking Truth to Power,0.0,0.0,,2.0,NR,5.0,3.0,,0.0,,13,Documentary,2679,Riveting docu may inspire discussion of sexual harassment.,5,anita-speaking-truth-to-power,4,0,0,0
Swindle,0.0,0.0,0.0,0.0,G,0.0,0.0,1.0,0.0,2.0,7,Family and Kids,2680,Nickelodeon alums team up in funny book-inspired heist film.,4,swindle,0,1,1,1
Frozen,3.0,1.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,2.0,5,Family and Kids,2681,Wintry Disney musical is fabulous celebration of sisterhood.,5,frozen-0,1,1,1,1
Mandela: Long Walk to Freedom,0.0,1.0,,3.0,PG-13,4.0,3.0,,3.0,,15,Drama,2682,Nelson Mandela deserves a great movie. This isn't it.,2,mandela-long-walk-to-freedom,2,0,0,0
Saving Mr. Banks,3.0,3.0,,2.0,PG-13,2.0,0.0,,2.0,,13,Drama,2683,"Sweet peek behind Poppins story, with very dark moments.",3,saving-mr-banks,2,0,0,0
Kill Your Darlings,0.0,4.0,,4.0,R,1.0,4.0,,2.0,,17,Drama,2684,Docudrama digs into early Beat history with sex and drugs.,4,kill-your-darlings,3,0,0,0
American Hustle,3.0,3.0,,4.0,R,2.0,3.0,,3.0,,16,Drama,2685,"Mesmerizing mature drama with just a bit of sex, violence.",5,american-hustle,3,0,0,0
The Book Thief,1.0,1.0,,2.0,PG-13,4.0,1.0,,3.0,,13,Drama,2686,"Emotional WWII drama explores loss, literacy, and love.",4,the-book-thief,2,0,0,0
Homefront,1.0,4.0,,5.0,R,0.0,4.0,,4.0,,17,Action/Adventure,2687,"Drugs, violence, and strong language in clumsy crime movie.",2,homefront,3,0,0,0
Abner the Invisible Dog,0.0,0.0,0.0,2.0,NR,0.0,0.0,1.0,0.0,3.0,8,Family and Kids,2688,"Dimwitted dog tale with bumbling villains, farts, bullies.",1,abner-the-invisible-dog,4,1,1,1
"Veggie Tales: Veggies in Space, The Fennel Frontier",2.0,0.0,1.0,0.0,NR,5.0,0.0,0.0,0.0,2.0,4,Family and Kids,2689,Veggies save the planet in faith-based tale about sharing.,3,veggie-tales-veggies-in-space-the-fennel-frontier,4,1,1,1
Barbie the Pearl Princess,4.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,2.0,5,Family and Kids,2690,Rapunzel-like Barbie tale stresses fashion and appearance.,2,barbie-the-pearl-princess,4,1,1,1
Noah's Ark,0.0,1.0,1.0,2.0,NR,3.0,0.0,2.0,0.0,3.0,8,Family and Kids,2691,"Animated tale has lots of cartoonish violence, crass humor.",2,noahs-ark,4,1,1,1
Against the Wild,0.0,0.0,,0.0,PG,4.0,0.0,0.0,0.0,2.0,8,Family and Kids,2692,Unexciting adventure film about lost kids has mild peril.,2,against-the-wild,1,0,1,1
Angelina Ballerina: Spring Fling,0.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,2693,Dance and music punctuate stories about solving problems.,4,angelina-ballerina-spring-fling,4,1,1,1
All Stars,0.0,0.0,,1.0,PG,3.0,0.0,1.0,0.0,1.0,8,Family and Kids,2694,British dance flick is clichéd but clean and fun.,3,all-stars,1,0,1,1
Inside Llewyn Davis,1.0,3.0,,4.0,R,3.0,2.0,,1.0,,16,Drama,2695,Bleak but lovely journey OK for older-teen music fans.,4,inside-llewyn-davis,3,0,0,0
Out of the Furnace,0.0,4.0,,4.0,R,0.0,1.0,,4.0,,17,Thriller,2696,"Strong performances in grim, violent revenge tale.",3,out-of-the-furnace,3,0,0,0
The Hunger Games: Catching Fire,1.0,2.0,,2.0,PG-13,4.0,2.0,,4.0,,14,Action/Adventure,2697,"Fans will approve of gripping, violent middle installment.",4,the-hunger-games-catching-fire,2,0,0,0
Girl Rising,0.0,1.0,,0.0,PG-13,5.0,1.0,,2.0,,12,Documentary,2698,Powerful docu explains why all girls need an education.,4,girl-rising,2,0,0,0
Freedom Force,0.0,1.0,1.0,1.0,PG,1.0,0.0,1.0,0.0,3.0,7,Family and Kids,2700,"Bizarre animated tale has some violence, lots of fart jokes.",2,freedom-force,1,1,1,1
12 Years a Slave,0.0,2.0,,3.0,R,4.0,3.0,,3.0,,15,Drama,2701,Imperfect but must-see epic drama with major cruelty.,4,12-years-a-slave,3,0,0,0
The Last Days on Mars,0.0,0.0,,4.0,R,0.0,0.0,,4.0,,16,Science Fiction,2702,Dreary space zombie sci-fi tale gets bloody and gross.,2,the-last-days-on-mars,3,0,0,0
Oldboy (2013),1.0,4.0,,4.0,R,0.0,5.0,,5.0,,18,Action/Adventure,2703,"Spike Lee's solid, literal remake is extremely violent.",3,oldboy-2013,3,0,0,0
Blue Is the Warmest Color,0.0,3.0,,5.0,NC-17,2.0,5.0,,1.0,,18,Drama,2704,"Heavy French drama with explicit sex, mature themes.",4,blue-is-the-warmest-color,5,0,0,0
The Crash Reel,3.0,3.0,,4.0,NR,4.0,0.0,,2.0,,15,Documentary,2705,Pro snowboarder's rise and fall is sobering and inspiring.,4,the-crash-reel,4,0,0,0
The Wiggles: Furry Tales,2.0,0.0,2.0,0.0,G,2.0,0.0,0.0,0.0,0.0,2,Family and Kids,2706,"Preschoolers, if not parents, will love the 21 animal songs.",3,the-wiggles-furry-tales,0,1,1,1
Swan Princess V: A Royal Family Tale,0.0,1.0,1.0,1.0,PG,2.0,0.0,0.0,0.0,3.0,6,Family and Kids,2707,Sustained peril gives fairy tale sequel a creepy edge.,2,swan-princess-v-a-royal-family-tale,1,1,1,1
Pulling Strings,0.0,2.0,,2.0,PG,3.0,2.0,,1.0,,14,Comedy,2708,Sweet subtitled romcom hinges on night of drinking.,3,pulling-strings,1,0,0,0
The Wedding Pact,0.0,3.0,,2.0,NR,1.0,2.0,,1.0,,15,Comedy,2709,"Romcom about true love is crass, immature, and boozy.",1,the-wedding-pact,4,0,0,0
Nebraska,2.0,3.0,,4.0,R,2.0,2.0,,2.0,,16,Drama,2710,"Wonderful father-son bonding story with language, drinking.",4,nebraska,3,0,0,0
Thor: The Dark World,4.0,2.0,,3.0,PG-13,3.0,2.0,,3.0,,13,Action/Adventure,2711,Teen-friendly comic-book sequel is brutal but not gory.,2,thor-the-dark-world,2,0,0,0
Gravity,1.0,0.0,,3.0,PG-13,4.0,0.0,,3.0,,14,Science Fiction,2712,"Intense, astonishing sci-fi thriller has real soul.",5,gravity,2,0,0,0
Penguins 3D,0.0,0.0,4.0,0.0,PG,3.0,0.0,1.0,0.0,2.0,6,Documentary,2713,Nature docu follows King penguin's quest to raise a family.,3,penguins-3d,1,1,1,1
Mr. Nobody,0.0,3.0,,3.0,R,1.0,3.0,,2.0,,16,Science Fiction,2714,"Daring sci-fi with mature themes, sex, and violence.",4,mr-nobody,3,0,0,0
One Chance,2.0,1.0,,3.0,PG-13,4.0,2.0,,2.0,,12,Comedy,2715,"Sweet, sentimental biopic of British talent show winner.",3,one-chance,2,0,0,0
Otto the Rhino,0.0,2.0,0.0,0.0,PG,2.0,0.0,1.0,0.0,1.0,8,Family and Kids,2716,Sweet computer-animated feature has some iffy humor.,3,otto-the-rhino,1,1,1,1
Mercy Rule,0.0,1.0,,1.0,NR,3.0,1.0,,1.0,,10,Family and Kids,2717,"Family-values snoozefest too long, dry for most kids.",1,mercy-rule,4,0,0,0
Camp Takota,2.0,4.0,,3.0,NR,2.0,3.0,,1.0,,14,Comedy,2718,Uninspired summer camp tale with YouTube personalities.,2,camp-takota,4,0,0,0
Ender's Game,0.0,0.0,,2.0,PG-13,3.0,1.0,,3.0,,12,Action/Adventure,2719,Thought-provoking sci-fi adventure with military violence.,4,enders-game,2,0,0,0
Haunter,1.0,1.0,,2.0,NR,2.0,0.0,,3.0,,15,Horror,2720,Creepy ghost story avoids gore but still scares.,3,haunter,4,0,0,0
The Counselor,2.0,4.0,,4.0,R,0.0,4.0,,4.0,,17,Drama,2721,"Gripping, violent drama about dangers of the drug trade.",3,the-counselor,3,0,0,0
Diana,2.0,3.0,,3.0,PG-13,0.0,2.0,,2.0,,14,Drama,2722,Superficial but teen-friendly rendering of the royal.,2,diana,2,0,0,0
How I Live Now,1.0,2.0,,4.0,R,2.0,4.0,,3.0,,16,Drama,2723,"Dark war drama depicts teen love, realistic violence.",3,how-i-live-now,3,0,0,0
Life of a King,2.0,2.0,,2.0,PG-13,3.0,1.0,,3.0,,13,Drama,2724,"Sentimental, formulaic tale of an inspiring chess teacher.",3,life-of-a-king,2,0,0,0
The Best Man Holiday,3.0,2.0,,4.0,R,3.0,3.0,,2.0,,16,Romance,2725,Entertaining sequel deals with mature topics.,3,the-best-man-holiday,3,0,0,0
Pussy Riot: A Punk Prayer,2.0,0.0,,4.0,NR,3.0,4.0,,2.0,,16,Documentary,2726,Bristling docu about Russian protesters may fascinate teens.,3,pussy-riot-a-punk-prayer,4,0,0,0
Killing Kennedy,0.0,2.0,,3.0,NR,0.0,2.0,,3.0,,14,Drama,2727,"By-the-numbers biopic traces last months of Oswald, JFK.",2,killing-kennedy,4,0,0,0
Minnie-Rella,2.0,0.0,2.0,0.0,NR,1.0,0.0,0.0,0.0,0.0,3,Family and Kids,2728,"Charming, gentle tales encourage preschooler participation.",3,minnie-rella,4,1,1,1
G.B.F.,2.0,4.0,,4.0,R,3.0,3.0,,0.0,,17,Comedy,2729,Extremely edgy comedy sends up gay best friend stereotypes.,3,gbf,3,0,0,0
Grace Unplugged,2.0,3.0,,1.0,PG,3.0,2.0,,0.0,,11,Drama,2730,Predictable prodigal daughter tale with Christian message.,3,grace-unplugged,1,0,0,0
