title,Consumerism,"Drinking, Drugs & Smoking",Educational Value,Language,MPAA_rating,Positive Messages,Sex,Sexy Stuff,Violence,Violence & Scariness,age,genre,movie_id,one_line_description,overall_rating,slug,MPAA_ordinal,is_educational,has_Sexy_Stuff,has_Violence_&_Scariness
Crooked Arrows,1.0,1.0,,2.0,PG-13,4.0,2.0,,2.0,,11,Drama,3408,"Inspiring sports drama about Native Americans, lacrosse.",3,crooked-arrows,2,0,0,0
Spike,0.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,3.0,5,Family and Kids,3409,Inventive Christmas-elf story with mild cartoon jeopardy.,3,spike,4,1,1,1
Chernobyl Diaries,0.0,2.0,,4.0,R,0.0,1.0,,4.0,,17,Horror,3410,Radioactive mutants attack in waste-of-time horror movie.,1,chernobyl-diaries,3,0,0,0
Moonrise Kingdom,0.0,2.0,,2.0,PG-13,2.0,3.0,,2.0,,14,Comedy,3411,Typically quirky Wes Anderson dramedy has lots of heart.,4,moonrise-kingdom,2,0,0,0
2016: Obama's America,0.0,1.0,,1.0,PG,0.0,0.0,,1.0,,14,Documentary,3412,Anti-Obama documentary trades objectivity for persuasion.,1,2016-obamas-america,1,0,0,0
The Heart of Christmas,3.0,0.0,,0.0,NR,4.0,0.0,,0.0,,10,Family and Kids,3413,Intense faith-based tearjerker based on a true story.,3,the-heart-of-christmas,4,0,0,0
Jake and the Never Land Pirates: Jake Saves Bucky,3.0,0.0,3.0,0.0,NR,5.0,0.0,0.0,0.0,0.0,3,Family and Kids,3414,Delightful lessons and swashbuckling fun for preschoolers.,5,jake-and-the-never-land-pirates-jake-saves-bucky,4,1,1,1
VeggieTales: The League of Incredible Vegetables,2.0,0.0,0.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,4,Family and Kids,3415,Veggie superheroes use faith to handle fear.,3,veggietales-the-league-of-incredible-vegetables,4,1,1,1
A Princess for Christmas,1.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,8,Family and Kids,3416,Family-friendly fairy-tale romance is lighthearted fun.,3,a-princess-for-christmas,4,1,1,1
Animal Atlas: Pet Party,0.0,0.0,2.0,0.0,NR,2.0,0.0,0.0,0.0,0.0,2,Family and Kids,3417,"Fact-filled, fun primer on all types of pets.",4,animal-atlas-pet-party,4,1,1,1
A Christmas Kiss,1.0,1.0,,2.0,PG,1.0,1.0,,1.0,,11,Romance,3418,"Sweet, lightweight holiday romance has some mild profanity.",3,a-christmas-kiss,1,0,0,0
That's My Boy,4.0,5.0,,5.0,R,1.0,5.0,,2.0,,17,Comedy,3419,"Raunchy, juvenile humor will offend many, amuse very few.",1,thats-my-boy,3,0,0,0
Holiday Engagement,0.0,2.0,,0.0,G,2.0,1.0,,0.0,,10,Romance,3420,Predictable holiday romcom has mild sexual references.,2,holiday-engagement,0,0,0,0
Madagascar 3: Europe's Most Wanted,3.0,0.0,1.0,0.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,3421,"Entertaining ""threequel"" has some mild violence, innuendo.",4,madagascar-3-europes-most-wanted,1,1,1,1
"Little Brother, Big Trouble: A Christmas Adventure",0.0,0.0,0.0,0.0,G,3.0,0.0,1.0,0.0,3.0,7,Family and Kids,3422,"Cute holiday film; some scares, suspense, and family issues.",3,little-brother-big-trouble-a-christmas-adventure,0,1,1,1
Prometheus,0.0,2.0,,3.0,R,1.0,2.0,,4.0,,17,Science Fiction,3423,"New Alien movie has strong themes, violence.",3,prometheus,3,0,0,0
The Raven,0.0,4.0,,3.0,R,1.0,2.0,,4.0,,18,Thriller,3424,"Tell-tale Poe thriller has heavy gore, drinking.",3,the-raven,3,0,0,0
A Cat in Paris,0.0,1.0,,1.0,PG,3.0,1.0,,3.0,,9,Family and Kids,3425,Animated thriller's action makes it best for older kids.,4,a-cat-in-paris,1,0,0,0
Big Top Scooby-Doo!,4.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,3426,A circus' spooky werewolf problem is fun for tweens.,3,big-top-scooby-doo,4,1,1,1
Dear Dracula,0.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,5,Family and Kids,3427,"Sweet, funny story of friendship is a treat for the family.",4,dear-dracula,4,1,1,1
Monster High: Ghouls Rule,4.0,0.0,0.0,1.0,NR,2.0,0.0,2.0,0.0,1.0,7,Family and Kids,3428,Toy line characters teach tolerance -- and iffy body images.,3,monster-high-ghouls-rule,4,1,1,1
Rock of Ages,2.0,3.0,,3.0,PG-13,2.0,3.0,,1.0,,15,Musical,3429,"Musical has more glam than grit, except for drinking.",3,rock-of-ages,2,0,0,0
E.T.: The Extra-Terrestrial,3.0,2.0,1.0,3.0,PG,4.0,0.0,1.0,0.0,3.0,7,Science Fiction,3430,Spielberg's family classic is still one of the best.,5,et-the-extra-terrestrial,1,1,1,1
What Ever Happened to Baby Jane?,0.0,3.0,,1.0,NR,0.0,1.0,,3.0,,13,Classic,3431,Bette Davis is unforgettable in classic horror movie.,5,what-ever-happened-to-baby-jane,4,0,0,0
Dark Shadows,1.0,3.0,,3.0,PG-13,0.0,3.0,,3.0,,14,Comedy,3432,"Mixed-up Depp/Burton vampire comedy has blood, innuendo.",3,dark-shadows,2,0,0,0
People Like Us,3.0,3.0,,4.0,PG-13,3.0,3.0,,2.0,,14,Drama,3433,Sentimental drama is well acted but too mature for tweens.,3,people-like-us,2,0,0,0
Red Lights,0.0,1.0,,4.0,R,0.0,0.0,,3.0,,16,Thriller,3434,"Horror/thriller about psychics has violence, language.",3,red-lights,3,0,0,0
Five,3.0,2.0,,3.0,NR,5.0,2.0,,2.0,,14,Documentary,3435,Short films reveal emotional impact of breast cancer.,5,five,4,0,0,0
A Magic Puppy (A Halloween Puppy),0.0,0.0,,2.0,NR,2.0,1.0,,1.0,,9,Comedy,3436,"Ridiculous, dreadful film doesn't feature cute puppies.",1,a-magic-puppy-a-halloween-puppy,4,0,0,0
Cowgirls n' Angels,1.0,1.0,2.0,1.0,PG,3.0,0.0,2.0,0.0,1.0,8,Family and Kids,3437,Feisty star propels wholesome rodeo adventure for kids.,3,cowgirls-n-angels,1,1,1,1
Sea Level,0.0,0.0,,1.0,PG,1.0,0.0,,3.0,,9,Family and Kids,3438,"Weak, poorly-plotted animated tale with scares, few laughs.",1,sea-level,1,0,0,0
"Peace, Love, and Misunderstanding",0.0,4.0,,3.0,R,3.0,3.0,,1.0,,17,Drama,3439,Drug use and cliches mar unoriginal indie dramedy.,2,peace-love-and-misunderstanding,3,0,0,0
Tom and Jerry: Robin Hood and His Merry Mouse,0.0,0.0,1.0,0.0,NR,2.0,0.0,0.0,0.0,2.0,5,Family and Kids,3440,"Swashbuckler with classic comic mayhem, flirty Maid Marian.",3,tom-and-jerry-robin-hood-and-his-merry-mouse,4,1,1,1
Cinderella,4.0,0.0,1.0,0.0,G,2.0,0.0,2.0,0.0,1.0,5,Family and Kids,3441,Sweet fairy-tale classic for little princes and princesses.,5,cinderella,0,1,1,1
The Cup,3.0,1.0,,1.0,PG,3.0,0.0,,2.0,,12,Drama,3442,True sports tale about overcoming tragedy has mature themes.,3,the-cup,1,0,0,0
The Avengers,4.0,1.0,,2.0,PG-13,3.0,1.0,,4.0,,13,Action/Adventure,3443,Heroes work together in explosive comic-book adventure.,4,the-avengers,2,0,0,0
Soldiers of Fortune,0.0,1.0,,4.0,R,1.0,0.0,,4.0,,17,Action/Adventure,3444,Violent action movie tries to be smart but isn't.,1,soldiers-of-fortune,3,0,0,0
Vampire Dog,1.0,0.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,3445,Anti-bullying messages weighed down by predictable plot.,2,vampire-dog,4,1,1,1
Jock the Hero Dog,0.0,2.0,,1.0,PG,4.0,1.0,,4.0,,10,Family and Kids,3446,Uplifting dog tale features more menace than you'd expect.,3,jock-the-hero-dog,1,0,0,0
Golden Winter,0.0,0.0,1.0,2.0,NR,2.0,0.0,0.0,0.0,2.0,8,Family and Kids,3447,"Cute puppy movie with iffy premise, behavior.",2,golden-winter,4,1,1,1
Klown,1.0,3.0,,5.0,R,1.0,5.0,,2.0,,18,Comedy,3448,"Extremely vulgar, racy, awkward comedy from Denmark.",2,klown,3,0,0,0
Damsels in Distress,1.0,2.0,,2.0,PG-13,1.0,3.0,,1.0,,14,Comedy,3449,Wry college comedy may go over young teens' head.,4,damsels-in-distress,2,0,0,0
"Batman: The Dark Knight Returns, Part 1",4.0,3.0,,2.0,PG-13,0.0,0.0,,4.0,,14,Action/Adventure,3450,Extremely violent animated addition to the Batman story.,4,batman-the-dark-knight-returns-part-1,2,0,0,0
Detachment,0.0,3.0,,5.0,NR,1.0,4.0,,3.0,,17,Drama,3451,Mature drama is more introspective than inspirational.,3,detachment,4,0,0,0
Chico &amp; Rita,0.0,4.0,,3.0,NR,2.0,4.0,,2.0,,16,Drama,3452,Sweet but mature animated love story is aimed at grown-ups.,3,chico-rita,4,0,0,0
Hysteria,0.0,2.0,,2.0,R,1.0,4.0,,2.0,,17,Romance,3453,Movie about sex toy invention isn't all that graphic.,3,hysteria,3,0,0,0
The Do-Deca-Pentathlon,1.0,2.0,,4.0,R,2.0,1.0,,2.0,,16,Drama,3454,Brothers reunite in warm indie dramedy; some language.,4,the-do-deca-pentathlon,3,0,0,0
The Magic of Belle Isle,0.0,3.0,,3.0,PG,4.0,1.0,,1.0,,9,Drama,3455,Family drama has syrupy plot but fabulous performances.,3,the-magic-of-belle-isle,1,0,0,0
The Babymakers,2.0,2.0,,4.0,R,1.0,5.0,,2.0,,17,Comedy,3456,"Crude, mostly unimaginative comedy is meant for adults.",2,the-babymakers,3,0,0,0
Beverly Hills Chihuahua 3: Viva La Fiesta!,1.0,1.0,2.0,0.0,G,3.0,0.0,1.0,0.0,1.0,4,Family and Kids,3457,Entertaining talking-dog threequel has whole-family humor.,3,beverly-hills-chihuahua-3-viva-la-fiesta,0,1,1,1
Something from Nothing: The Art of Rap,0.0,3.0,,4.0,R,3.0,2.0,,1.0,,16,Documentary,3458,"Fantastic hip-hop documentary has profanity, some drug use.",5,something-from-nothing-the-art-of-rap,3,0,0,0
Thomas &amp; Friends: Blue Mountain Mystery: The Movie,4.0,0.0,3.0,0.0,NR,5.0,0.0,0.0,0.0,1.0,3,Family and Kids,3459,Sleuthing story has worthy messages for preschoolers.,4,thomas-friends-blue-mountain-mystery-the-movie,4,1,1,1
Winning Favor,0.0,1.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,1.0,8,Family and Kids,3460,"Faith-based teen b-ball movie is heavy-handed, amateurish.",2,winning-favor,4,1,1,1
Katy Perry: Part of Me,1.0,2.0,,2.0,PG,3.0,2.0,,0.0,,10,Documentary,3461,"Entertaining concert film follows pop singer's highs, lows.",4,katy-perry-part-of-me,1,0,0,0
The Cabin in the Woods,0.0,4.0,,4.0,R,0.0,4.0,,5.0,,17,Horror,3462,Clever but very bloody deconstruction of horror movies.,4,the-cabin-in-the-woods,3,0,0,0
The Best Exotic Marigold Hotel,0.0,2.0,,3.0,PG-13,4.0,2.0,,0.0,,13,Drama,3463,Fabulously acted retiree drama will appeal more to parents.,4,the-best-exotic-marigold-hotel,2,0,0,0
Snow White and the Huntsman,0.0,2.0,,1.0,PG-13,2.0,3.0,,4.0,,14,Fantasy,3464,Violent fairy tale isn't for kids but will attract teens.,3,snow-white-and-the-huntsman,2,0,0,0
October Baby,0.0,2.0,,0.0,PG-13,3.0,2.0,,1.0,,15,Drama,3465,"Faith-based drama about adoption, abortion, forgiveness.",2,october-baby,2,0,0,0
Girl in Progress,1.0,3.0,,2.0,PG-13,2.0,3.0,,0.0,,15,Drama,3466,Coming-of-age story cautions against forcing adulthood.,3,girl-in-progress,2,0,0,0
Lola Versus,2.0,4.0,,4.0,R,3.0,3.0,,0.0,,16,Drama,3467,"Hipster romantic dramedy has some sex, drinking, language.",3,lola-versus,3,0,0,0
Strawberry Shortcake: Jammin with Cherry Jam,4.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,3468,Positive messages about friendship and being yourself.,3,strawberry-shortcake-jammin-with-cherry-jam,4,1,1,1
Barbie: The Princess &amp; the Popstar,3.0,0.0,0.0,1.0,NR,3.0,0.0,1.0,0.0,0.0,5,Family and Kids,3469,Trading places fantasy is fun (marketing) for little girls.,3,barbie-the-princess-the-popstar,4,1,1,1
What to Expect When You're Expecting,4.0,3.0,,3.0,PG-13,2.0,3.0,,1.0,,15,Comedy,3470,"All-star cast headlines bawdy, inconsistently funny comedy.",2,what-to-expect-when-youre-expecting,2,0,0,0
For Greater Glory,0.0,2.0,,1.0,R,3.0,0.0,,5.0,,16,Drama,3471,Epic tale about religious freedom gets very bloody.,3,for-greater-glory,3,0,0,0
The Good Son,0.0,2.0,,3.0,R,2.0,0.0,,4.0,,15,Thriller,3472,Creepy '90s thriller about murderous kid has violence.,3,the-good-son,3,0,0,0
Titanic,0.0,3.0,,4.0,PG-13,3.0,3.0,,3.0,,13,Romance,3473,"Great movie, but too intense, racy for younger kids.",4,titanic,2,0,0,0
Touchback,1.0,3.0,,2.0,PG-13,4.0,3.0,,2.0,,13,Drama,3474,Former jock gets second chance in uplifting sports drama.,3,touchback,2,0,0,0
High School,0.0,5.0,,5.0,R,0.0,5.0,,1.0,,17,Comedy,3475,Laid-back comedy centers on heavy teen drug use.,3,high-school,3,0,0,0
Piranha 3DD,0.0,3.0,,4.0,R,1.0,5.0,,5.0,,18,Horror,3476,"Bloody, sexed-up sequel lacks predecessor's camp appeal.",2,piranha-3dd,3,0,0,0
Pet Pals,0.0,1.0,0.0,1.0,PG,1.0,0.0,2.0,0.0,2.0,8,Family and Kids,3477,Confusing animated animal tale has some iffy humor.,2,pet-pals,1,1,1,1
Safe,1.0,2.0,,4.0,R,0.0,0.0,,4.0,,17,Action/Adventure,3478,Tween's presence makes violent action movie more upsetting.,2,safe,3,0,0,0
L!fe Happens,2.0,3.0,,4.0,R,1.0,4.0,,0.0,,17,Comedy,3479,"Mature parenting/dating comedy lacks substance, laughs.",2,lfe-happens,3,0,0,0
The Moth Diaries,0.0,4.0,,3.0,R,0.0,4.0,,4.0,,17,Horror,3480,Angst-ridden teen horror movie has suicide themes.,2,the-moth-diaries,3,0,0,0
The Five-Year Engagement,2.0,3.0,,4.0,R,3.0,4.0,,2.0,,16,Comedy,3481,"Apatow-produced comedy mixes romance, adult humor.",4,the-five-year-engagement,3,0,0,0
ReGeneration,0.0,0.0,,2.0,NR,3.0,0.0,,2.0,,14,Documentary,3482,"Rousing docu encourages teens to think, question, and act.",4,regeneration,4,0,0,0
I Heart Shakey,0.0,1.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,3483,Father-daughter dog tale swings from sweet to over the top.,2,i-heart-shakey,1,1,1,1
Big Time Movie,2.0,0.0,0.0,1.0,NR,2.0,0.0,1.0,0.0,2.0,8,Comedy,3484,"Boy band tips hat to Beatles in fun, family-friendly film.",4,big-time-movie,4,1,1,1
Think Like a Man,4.0,3.0,,3.0,PG-13,3.0,3.0,,0.0,,15,Comedy,3485,Cliched relationship comedy has mature romance content.,3,think-like-a-man,2,0,0,0
The Lucky One,1.0,2.0,,3.0,PG-13,2.0,3.0,,3.0,,14,Romance,3486,Sweet but formulaic love story OK for teen romantics.,2,the-lucky-one,2,0,0,0
Rags,3.0,0.0,2.0,1.0,NR,3.0,0.0,2.0,0.0,0.0,7,Musical,3487,Sweet modern fairytale shows off singing talents of stars.,3,rags,4,1,1,1
The Pirates! Band of Misfits,0.0,3.0,2.0,2.0,PG,2.0,0.0,2.0,0.0,2.0,6,Family and Kids,3488,"Pirate adventure blends Victorian history, high-seas fun.",4,the-pirates-band-of-misfits,1,1,1,1
Darling Companion,1.0,1.0,,3.0,PG-13,3.0,2.0,,1.0,,14,Drama,3489,"Prickly couple loses dog, rediscovers love in ho-hum drama.",2,darling-companion,2,0,0,0
Battleship,4.0,2.0,,3.0,PG-13,2.0,2.0,,4.0,,12,Action/Adventure,3490,Over-the-top sci-fi action with great special effects.,3,battleship,2,0,0,0
A Separation,0.0,0.0,,3.0,PG-13,1.0,0.0,,2.0,,16,Drama,3491,Intense but rewarding Iranian drama has complex characters.,4,a-separation,2,0,0,0
The Dictator,2.0,2.0,,4.0,R,1.0,4.0,,2.0,,16,Comedy,3492,More envelope-pushing humor from Borat comedian.,3,the-dictator,3,0,0,0
Bernie,1.0,1.0,,3.0,PG-13,0.0,1.0,,3.0,,14,Comedy,3493,Jack Black stars in dark fact-based murder comedy.,4,bernie,2,0,0,0
Tiny Toon Adventures: How I Spent My Vacation,2.0,1.0,0.0,1.0,NR,1.0,0.0,1.0,0.0,3.0,7,Family and Kids,3494,Wild cartoon action and potty humor in funny 'toon.,3,tiny-toon-adventures-how-i-spent-my-vacation,4,1,1,1
Angelina Ballerina: Dreams Do Come True,1.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,3495,"Sweet tale celebrates friends, family, positive messages.",4,angelina-ballerina-dreams-do-come-true,4,1,1,1
Chimpanzee,0.0,0.0,4.0,0.0,G,3.0,0.0,0.0,0.0,3.0,6,Documentary,3496,"Chimp ""adoption"" documentary has some scary moments.",3,chimpanzee,0,1,1,1
Home Run Showdown,0.0,1.0,,2.0,NR,3.0,1.0,,2.0,,10,Family and Kids,3497,Mostly family-friendly sports flick dabbles in stereotypes.,3,home-run-showdown,4,0,0,0
The Hunger Games,1.0,2.0,,1.0,PG-13,3.0,1.0,,4.0,,14,Action/Adventure,3498,"Intense adaptation is violent, thought-provoking for teens.",5,the-hunger-games,2,0,0,0
The Raid: Redemption,0.0,3.0,,4.0,R,0.0,0.0,,5.0,,17,Action/Adventure,3499,Indonesian fight/chase movie is well made but ultra-violent.,3,the-raid-redemption,3,0,0,0
Hick,1.0,4.0,,4.0,R,0.0,3.0,,4.0,,17,Drama,3500,"Runaway teen faces violence, harsh reality in mature drama.",2,hick,3,0,0,0
The Smurfs and the Magic Flute,2.0,1.0,1.0,0.0,G,3.0,0.0,0.0,0.0,1.0,5,Family and Kids,3501,Classic 'toon movie shows age but still entertains families.,3,the-smurfs-and-the-magic-flute,0,1,1,1
The Gruffalo's Child,1.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,4,Family and Kids,3502,Some peril in sweet storybook sequel.,4,the-gruffalos-child,4,1,1,1
Sophie and Sheba,0.0,0.0,1.0,1.0,G,3.0,0.0,1.0,0.0,2.0,8,Family and Kids,3503,Animal friendship movie in circus setting has some peril.,3,sophie-and-sheba,0,1,1,1
VeggieTales: The Penniless Princess,2.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,4,Family and Kids,3504,"Engaging, faith-based retelling of a classic princess tale.",4,veggietales-the-penniless-princess,4,1,1,1
Mia and the Migoo,0.0,1.0,1.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,3505,"Magical realism adventure promotes family, environmentalism.",3,mia-and-the-migoo,1,1,1,1
Blue Like Jazz,1.0,3.0,,3.0,PG-13,0.0,2.0,,1.0,,15,Comedy,3506,Coming-of-age college comedy has muddled messages.,2,blue-like-jazz,2,0,0,0
The Lorax,5.0,0.0,4.0,1.0,PG,4.0,0.0,1.0,0.0,1.0,5,Family and Kids,3507,"Dr. Seuss classic is cute, but watch for product tie-ins.",3,the-lorax,1,1,1,1
Bel Ami,0.0,3.0,,3.0,R,0.0,5.0,,2.0,,17,Drama,3508,Robert Pattinson is bland in sex-filled costume drama.,2,bel-ami,3,0,0,0
Let It Shine,2.0,0.0,2.0,1.0,NR,4.0,0.0,1.0,0.0,1.0,7,Musical,3509,Rousing rap-style musical has family-friendly themes.,4,let-it-shine,4,1,1,1
My Little Pony Friendship Is Magic: Royal Pony Wedding,4.0,0.0,2.0,0.0,NR,4.0,0.0,1.0,0.0,2.0,5,Family and Kids,3510,"Sweet story has happy messages but a bit of conflict, too.",4,my-little-pony-friendship-is-magic-royal-pony-wedding,4,1,1,1
Dr. Seuss's The Cat in the Hat,3.0,0.0,1.0,1.0,NR,2.0,0.0,0.0,0.0,0.0,3,Family and Kids,3511,Classic Dr. Seuss story is mischievous fun for whole family.,3,dr-seusss-the-cat-in-the-hat,4,1,1,1
Marley,0.0,3.0,,2.0,PG-13,3.0,2.0,,2.0,,13,Documentary,3512,Comprehensive docu on iconic reggae musician.,5,marley,2,0,0,0
Foreign Letters,0.0,1.0,,0.0,NR,4.0,1.0,,0.0,,10,Drama,3513,Subtitled coming-of-age drama explores girl friendship.,4,foreign-letters,4,0,0,0
After the Wizard,1.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,8,Family and Kids,3514,Sweet but muddled postscript to Oz has mild suspense.,2,after-the-wizard,4,1,1,1
Detention,1.0,4.0,,4.0,R,1.0,4.0,,4.0,,18,Horror,3515,Bloody teen slasher ridicules genre's many stereotypes.,2,detention,3,0,0,0
Hatfields &amp; McCoys,0.0,3.0,,3.0,NR,1.0,3.0,,4.0,,16,Western,3516,"Tense, violent epic finds human side of legendary conflict.",5,hatfields-mccoys,4,0,0,0
Twinkle Toes: The Movie,4.0,0.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,0.0,5,Family and Kids,3517,Sweet dance tale marred by commercialism and poor quality.,2,twinkle-toes-the-movie,4,1,1,1
LOL,2.0,4.0,,4.0,PG-13,0.0,4.0,,2.0,,15,Drama,3518,Miley Cyrus overacts in sex 'n' drugs high school drama.,2,lol,2,0,0,0
Jiro Dreams of Sushi,0.0,1.0,,0.0,PG,4.0,0.0,,0.0,,11,Documentary,3519,Subtitled docu about sushi chef inspires and enlightens.,4,jiro-dreams-of-sushi,1,0,0,0
Silent House,0.0,2.0,,3.0,R,0.0,2.0,,4.0,,18,Horror,3520,Horror movie has more style (and blood) than story.,3,silent-house,3,0,0,0
The Last Days of Disco,0.0,4.0,,2.0,R,0.0,3.0,,2.0,,16,Drama,3521,"Bittersweet, slow-moving period piece has sex, drugs.",3,the-last-days-of-disco,3,0,0,0
Salmon Fishing in the Yemen,1.0,2.0,,3.0,PG-13,3.0,2.0,,2.0,,13,Romance,3522,"Quirky romance mixes politics, charm; fine for teens.",4,salmon-fishing-in-the-yemen,2,0,0,0
Friends with Kids,3.0,3.0,,4.0,R,2.0,4.0,,1.0,,17,Comedy,3523,"Mature relationship dramedy heartfelt, but also cliched.",3,friends-with-kids,3,0,0,0
Intruders,0.0,0.0,,4.0,R,0.0,5.0,,3.0,,17,Horror,3524,"Moody, complex horror-drama has children in peril.",3,intruders,3,0,0,0
The Three Stooges,1.0,0.0,,1.0,PG,0.0,2.0,,3.0,,9,Comedy,3525,"Stooge tribute amuses despite violence, some iffy stuff.",3,the-three-stooges,1,0,0,0
Casa de mi Padre,0.0,4.0,,4.0,R,1.0,4.0,,4.0,,17,Comedy,3526,"Violent, crude Spanish Will Ferrell comedy not for everyone.",3,casa-de-mi-padre,3,0,0,0
Lockout,0.0,2.0,,3.0,PG-13,0.0,2.0,,4.0,,14,Action/Adventure,3527,Outer-space rescue adventure has lots of action violence.,2,lockout,2,0,0,0
Usain Bolt: The Fastest Man Alive,1.0,1.0,,1.0,NR,4.0,0.0,1.0,0.0,0.0,8,Documentary,3528,Clean sports documentary is inspiring but a little bland.,3,usain-bolt-the-fastest-man-alive,4,0,1,1
Being Flynn,0.0,4.0,,4.0,R,2.0,3.0,,2.0,,17,Drama,3529,"Uneven, mature drama is too edgy for younger kids.",3,being-flynn,3,0,0,0
Comic-Con Episode IV: A Fan's Hope,4.0,1.0,,3.0,PG-13,3.0,1.0,,2.0,,13,Documentary,3530,Geek tribes revel in docu about massive commercial event.,3,comic-con-episode-iv-a-fans-hope,2,0,0,0
American Reunion,2.0,4.0,,5.0,R,2.0,5.0,,2.0,,17,Comedy,3531,"Raunchy sequel recycles same formula, minus some laughs.",2,american-reunion,3,0,0,0
Quill: The Life of a Guide Dog,1.0,1.0,,0.0,NR,4.0,0.0,,1.0,,10,Family and Kids,3532,Charming subtitled drama shows healing power of dogs.,3,quill-the-life-of-a-guide-dog,4,0,0,0
Margaret,2.0,4.0,,4.0,R,2.0,4.0,,3.0,,17,Drama,3533,"Chaotic coming-of-age drama with teen sex, drugs.",2,margaret,3,0,0,0
The Flowers of War,0.0,3.0,,4.0,R,3.0,2.0,,5.0,,18,Drama,3534,Graphic rape and killing battle heroism and sacrifice.,2,the-flowers-of-war,3,0,0,0
An American Girl: McKenna Shoots for the Stars,2.0,0.0,2.0,1.0,NR,5.0,0.0,0.0,0.0,1.0,6,Family and Kids,3535,"Sweet, inspiring tale about a girl reaching for her dreams.",4,an-american-girl-mckenna-shoots-for-the-stars,4,1,1,1
Jesus Henry Christ,0.0,3.0,,2.0,PG-13,3.0,1.0,,3.0,,14,Drama,3536,Stylized comedy explores identity; adults drink and smoke.,3,jesus-henry-christ,2,0,0,0
God Bless America,2.0,3.0,,5.0,R,0.0,2.0,,4.0,,18,Comedy,3537,"Very dark, angry comedy about the media and its effects.",3,god-bless-america,3,0,0,0
Freddy Frogface,0.0,1.0,,2.0,PG,0.0,0.0,,3.0,,10,Family and Kids,3538,Animated feature treats bullying as a laughing matter.,1,freddy-frogface,1,0,0,0
VeggieTales: Sumo of the Opera,2.0,0.0,,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,3539,"Vegetables learn perseverance in funny, faith-based tale.",4,veggietales-sumo-of-the-opera,4,0,1,1
The Legend of Frosty the Snowman,0.0,0.0,,0.0,NR,1.0,0.0,0.0,0.0,2.0,3,Family and Kids,3540,Modern follow-up to Christmas classic isn't as enjoyable.,2,the-legend-of-frosty-the-snowman,4,0,1,1
The Artist,0.0,3.0,,1.0,PG-13,2.0,1.0,,3.0,,13,Drama,3541,Loving tribute to silent films has a few tense moments.,4,the-artist,2,0,0,0
A Thousand Words,4.0,2.0,,3.0,PG-13,3.0,3.0,,1.0,,14,Comedy,3542,Disappointing comedy about self-reflection has sexy stuff.,2,a-thousand-words,2,0,0,0
21 Jump Street,1.0,4.0,,4.0,R,2.0,3.0,,3.0,,16,Comedy,3543,TV-based buddy comedy is crude but hilarious.,4,21-jump-street,3,0,0,0
Mirror Mirror,1.0,1.0,2.0,1.0,PG,3.0,0.0,2.0,0.0,2.0,8,Fantasy,3544,Visually appealing fairy tale lacks oomph but fine for kids.,3,mirror-mirror,1,1,1,1
Dr. Seuss's Green Eggs and Ham and Other Stories,2.0,0.0,3.0,1.0,NR,4.0,0.0,0.0,0.0,0.0,3,Family and Kids,3545,Three old-school Dr. Seuss tales teach open-mindedness.,3,dr-seusss-green-eggs-and-ham-and-other-stories,4,1,1,1
The 39 Steps,0.0,2.0,,0.0,NR,0.0,1.0,,3.0,,11,Classic,3546,"Classic Hitchcock suspense, some drinking and smoking.",5,the-39-steps,4,0,0,0
Wrath of the Titans,0.0,0.0,,1.0,PG-13,0.0,1.0,,3.0,,13,Action/Adventure,3547,Bland fantasy sequel has some scary monsters.,2,wrath-of-the-titans,2,0,0,0
Amigo,0.0,3.0,,4.0,R,2.0,2.0,,4.0,,17,Drama,3548,Downbeat war drama is intelligent but violent.,3,amigo,3,0,0,0
Seeking Justice,0.0,2.0,,4.0,R,0.0,3.0,,4.0,,17,Thriller,3549,"Nic Cage thriller is violent, with iffy messages.",2,seeking-justice,3,0,0,0
"Jeff, Who Lives at Home",2.0,4.0,,4.0,R,3.0,3.0,,1.0,,17,Comedy,3550,Dramedy mixes adult material with worthwhile messages.,4,jeff-who-lives-at-home,3,0,0,0
Wanderlust,3.0,4.0,,4.0,R,2.0,5.0,,1.0,,17,Comedy,3551,Mature comedy offers lots of raunchy comedy -- plus nudity.,3,wanderlust,3,0,0,0
